Index,dc0_data_feed_ch0,dc0_data_feed_ch1,dc0_data_feed_ch2
0,-0.507000029087066700,0.058499999344348910,0.846300005912780800
1,-0.507000029087066700,0.058499999344348910,0.842400014400482200
2,-0.507000029087066700,0.058499999344348910,0.842400014400482200
3,-0.510900020599365200,0.058499999344348910,0.846300005912780800
4,-0.507000029087066700,0.058499999344348910,0.842400014400482200
5,-0.507000029087066700,0.058499999344348910,0.842400014400482200
6,-0.507000029087066700,0.058499999344348910,0.842400014400482200
7,-0.507000029087066700,0.058499999344348910,0.842400014400482200
8,-0.507000029087066700,0.058499999344348910,0.846300005912780800
9,-0.507000029087066700,0.058499999344348910,0.846300005912780800
10,-0.507000029087066700,0.058499999344348910,0.842400014400482200
11,-0.507000029087066700,0.058499999344348910,0.846300005912780800
12,-0.507000029087066700,0.058499999344348910,0.846300005912780800
13,-0.507000029087066700,0.058499999344348910,0.842400014400482200
14,-0.507000029087066700,0.058499999344348910,0.842400014400482200
15,-0.507000029087066700,0.058499999344348910,0.842400014400482200
16,-0.507000029087066700,0.054600000381469730,0.846300005912780800
17,-0.507000029087066700,0.054600000381469730,0.846300005912780800
18,-0.507000029087066700,0.054600000381469730,0.842400014400482200
19,-0.507000029087066700,0.054600000381469730,0.842400014400482200
20,-0.510900020599365200,0.058499999344348910,0.846300005912780800
21,-0.510900020599365200,0.058499999344348910,0.846300005912780800
22,-0.507000029087066700,0.050700001418590546,0.842400014400482200
23,-0.510900020599365200,0.050700001418590546,0.842400014400482200
24,-0.510900020599365200,0.050700001418590546,0.842400014400482200
25,-0.507000029087066700,0.058499999344348910,0.842400014400482200
26,-0.507000029087066700,0.058499999344348910,0.842400014400482200
27,-0.507000029087066700,0.054600000381469730,0.846300005912780800
28,-0.507000029087066700,0.058499999344348910,0.842400014400482200
29,-0.507000029087066700,0.058499999344348910,0.842400014400482200
30,-0.507000029087066700,0.058499999344348910,0.846300005912780800
31,-0.507000029087066700,0.058499999344348910,0.846300005912780800
32,-0.503099977970123300,0.058499999344348910,0.846300005912780800
33,-0.503099977970123300,0.058499999344348910,0.846300005912780800
34,-0.507000029087066700,0.058499999344348910,0.846300005912780800
35,-0.507000029087066700,0.058499999344348910,0.846300005912780800
36,-0.507000029087066700,0.058499999344348910,0.846300005912780800
37,-0.510900020599365200,0.058499999344348910,0.838500022888183600
38,-0.510900020599365200,0.058499999344348910,0.838500022888183600
39,-0.507000029087066700,0.054600000381469730,0.842400014400482200
40,-0.507000029087066700,0.058499999344348910,0.842400014400482200
41,-0.507000029087066700,0.058499999344348910,0.842400014400482200
42,-0.507000029087066700,0.058499999344348910,0.838500022888183600
43,-0.507000029087066700,0.058499999344348910,0.838500022888183600
44,-0.507000029087066700,0.058499999344348910,0.842400014400482200
45,-0.507000029087066700,0.054600000381469730,0.842400014400482200
46,-0.507000029087066700,0.054600000381469730,0.842400014400482200
47,-0.507000029087066700,0.058499999344348910,0.846300005912780800
48,-0.507000029087066700,0.058499999344348910,0.846300005912780800
49,-0.510900020599365200,0.054600000381469730,0.846300005912780800
50,-0.510900020599365200,0.054600000381469730,0.846300005912780800
51,-0.510900020599365200,0.058499999344348910,0.846300005912780800
52,-0.507000029087066700,0.054600000381469730,0.846300005912780800
53,-0.507000029087066700,0.054600000381469730,0.846300005912780800
54,-0.510900020599365200,0.058499999344348910,0.846300005912780800
55,-0.510900020599365200,0.058499999344348910,0.846300005912780800
56,-0.510900020599365200,0.058499999344348910,0.850199997425079300
57,-0.507000029087066700,0.050700001418590546,0.842400014400482200
58,-0.507000029087066700,0.050700001418590546,0.842400014400482200
59,-0.507000029087066700,0.058499999344348910,0.842400014400482200
60,-0.507000029087066700,0.058499999344348910,0.842400014400482200
61,-0.507000029087066700,0.054600000381469730,0.846300005912780800
62,-0.507000029087066700,0.054600000381469730,0.846300005912780800
63,-0.503099977970123300,0.058499999344348910,0.850199997425079300
64,-0.507000029087066700,0.058499999344348910,0.842400014400482200
65,-0.507000029087066700,0.058499999344348910,0.842400014400482200
66,-0.507000029087066700,0.058499999344348910,0.846300005912780800
67,-0.507000029087066700,0.058499999344348910,0.846300005912780800
68,-0.507000029087066700,0.054600000381469730,0.842400014400482200
69,-0.507000029087066700,0.054600000381469730,0.846300005912780800
70,-0.507000029087066700,0.054600000381469730,0.846300005912780800
71,-0.503099977970123300,0.054600000381469730,0.850199997425079300
72,-0.503099977970123300,0.054600000381469730,0.850199997425079300
73,-0.507000029087066700,0.054600000381469730,0.842400014400482200
74,-0.507000029087066700,0.054600000381469730,0.842400014400482200
75,-0.507000029087066700,0.058499999344348910,0.846300005912780800
76,-0.507000029087066700,0.054600000381469730,0.846300005912780800
77,-0.507000029087066700,0.054600000381469730,0.846300005912780800
78,-0.507000029087066700,0.054600000381469730,0.842400014400482200
79,-0.507000029087066700,0.054600000381469730,0.842400014400482200
80,-0.503099977970123300,0.054600000381469730,0.846300005912780800
81,-0.507000029087066700,0.054600000381469730,0.846300005912780800
82,-0.507000029087066700,0.054600000381469730,0.846300005912780800
83,-0.503099977970123300,0.054600000381469730,0.842400014400482200
84,-0.503099977970123300,0.054600000381469730,0.842400014400482200
85,-0.503099977970123300,0.058499999344348910,0.842400014400482200
86,-0.503099977970123300,0.054600000381469730,0.846300005912780800
87,-0.503099977970123300,0.054600000381469730,0.846300005912780800
88,-0.503099977970123300,0.054600000381469730,0.846300005912780800
89,-0.503099977970123300,0.054600000381469730,0.846300005912780800
90,-0.507000029087066700,0.054600000381469730,0.842400014400482200
91,-0.507000029087066700,0.054600000381469730,0.842400014400482200
92,-0.507000029087066700,0.054600000381469730,0.842400014400482200
93,-0.510900020599365200,0.058499999344348910,0.846300005912780800
94,-0.510900020599365200,0.058499999344348910,0.846300005912780800
95,-0.507000029087066700,0.054600000381469730,0.842400014400482200
96,-0.507000029087066700,0.054600000381469730,0.842400014400482200
97,-0.507000029087066700,0.054600000381469730,0.850199997425079300
98,-0.507000029087066700,0.058499999344348910,0.846300005912780800
99,-0.507000029087066700,0.058499999344348910,0.846300005912780800
100,-0.503099977970123300,0.058499999344348910,0.850199997425079300
101,-0.503099977970123300,0.058499999344348910,0.850199997425079300
102,-0.507000029087066700,0.058499999344348910,0.842400014400482200
103,-0.507000029087066700,0.058499999344348910,0.842400014400482200
104,-0.507000029087066700,0.058499999344348910,0.846300005912780800
105,-0.507000029087066700,0.058499999344348910,0.850199997425079300
106,-0.507000029087066700,0.058499999344348910,0.850199997425079300
107,-0.510900020599365200,0.058499999344348910,0.850199997425079300
108,-0.510900020599365200,0.058499999344348910,0.850199997425079300
109,-0.507000029087066700,0.058499999344348910,0.842400014400482200
110,-0.507000029087066700,0.058499999344348910,0.842400014400482200
111,-0.507000029087066700,0.058499999344348910,0.842400014400482200
112,-0.503099977970123300,0.058499999344348910,0.842400014400482200
113,-0.503099977970123300,0.058499999344348910,0.842400014400482200
114,-0.510900020599365200,0.058499999344348910,0.842400014400482200
