Index,dc0_data_feed_ch0,dc0_data_feed_ch1,dc0_data_feed_ch2,dc0_data_feed_ch3,dc0_data_feed_ch4,dc0_data_feed_ch5
0,1.131000041961670000,-0.054600000381469730,0.035100001841783524,0.007799999788403511,0.054600000381469730,0.752699971199035600
1,0.986699998378753700,0.000000000000000000,0.039000000804662704,0.007799999788403511,0.054600000381469730,0.752699971199035600
2,0.986699998378753700,0.000000000000000000,0.039000000804662704,0.062399998307228090,0.042899999767541885,0.744899988174438500
3,0.924300014972686800,-0.007799999788403511,-0.023399999365210533,0.000000000000000000,0.039000000804662704,0.748799979686737100
4,0.815100014209747300,0.007799999788403511,-0.031199999153614044,0.000000000000000000,0.039000000804662704,0.748799979686737100
5,0.815100014209747300,0.007799999788403511,-0.031199999153614044,0.046799998730421066,0.085799999535083770,0.776099979877471900
6,0.779999971389770500,0.042899999767541885,-0.101400002837181090,-0.027300000190734863,0.031199999153614044,0.748799979686737100
7,0.651300013065338100,0.085799999535083770,-0.085799999535083770,-0.027300000190734863,0.031199999153614044,0.748799979686737100
8,0.651300013065338100,0.085799999535083770,-0.085799999535083770,0.035100001841783524,0.039000000804662704,0.744899988174438500
9,0.592800021171569800,0.093599997460842130,-0.124799996614456180,-0.019500000402331352,0.039000000804662704,0.740999996662139900
10,0.546000003814697300,0.124799996614456180,-0.101400002837181090,-0.007799999788403511,0.074100002646446230,0.772199988365173300
11,0.546000003814697300,0.124799996614456180,-0.101400002837181090,-0.007799999788403511,0.074100002646446230,0.772199988365173300
12,0.491400003433227540,0.136500000953674320,-0.113099999725818630,-0.050700001418590546,0.046799998730421066,0.748799979686737100
13,0.460200011730194100,0.183300003409385680,-0.062399998307228090,-0.019500000402331352,0.042899999767541885,0.756600022315979000
14,0.460200011730194100,0.183300003409385680,-0.062399998307228090,-0.019500000402331352,0.042899999767541885,0.756600022315979000
15,0.448500007390975950,0.156000003218650820,-0.054600000381469730,-0.035100001841783524,0.050700001418590546,0.733200013637542700
16,0.487500011920928960,0.132599994540214540,0.046799998730421066,-0.042899999767541885,0.081900000572204590,0.779999971389770500
17,0.487500011920928960,0.132599994540214540,0.046799998730421066,-0.066299997270107270,0.093599997460842130,0.744899988174438500
18,0.475800007581710800,0.116999998688697810,0.027300000190734863,-0.066299997270107270,0.093599997460842130,0.744899988174438500
19,0.487500011920928960,0.148200005292892460,0.124799996614456180,-0.066299997270107270,0.007799999788403511,0.756600022315979000
20,0.487500011920928960,0.148200005292892460,0.124799996614456180,-0.066299997270107270,0.074100002646446230,0.737100005149841300
21,0.569400012493133500,0.140400007367134100,0.124799996614456180,-0.066299997270107270,0.074100002646446230,0.737100005149841300
22,0.651300013065338100,0.097499996423721310,0.237900003790855400,-0.074100002646446230,0.070200003683567050,0.779999971389770500
23,0.651300013065338100,0.097499996423721310,0.237900003790855400,-0.093599997460842130,0.101400002837181090,0.752699971199035600
24,0.733200013637542700,0.144299998879432680,0.179399996995925900,-0.093599997460842130,0.101400002837181090,0.752699971199035600
25,0.787800014019012500,0.136500000953674320,0.288599997758865360,-0.089699998497962950,0.011699999682605267,0.760500013828277600
26,0.967199981212616000,0.124799996614456180,0.249599993228912350,-0.105300001800060270,0.074100002646446230,0.748799979686737100
27,0.967199981212616000,0.124799996614456180,0.249599993228912350,-0.089699998497962950,0.066299997270107270,0.783900022506713900
28,1.033499956130981400,0.101400002837181090,0.319799989461898800,-0.089699998497962950,0.066299997270107270,0.783900022506713900
29,1.169999957084655800,0.097499996423721310,0.288599997758865360,-0.136500000953674320,0.085799999535083770,0.776099979877471900
30,1.169999957084655800,0.097499996423721310,0.288599997758865360,-0.109200000762939450,0.046799998730421066,0.768299996852874800
31,1.177800059318542500,0.120899997651577000,0.354900002479553200,-0.109200000762939450,0.046799998730421066,0.768299996852874800
32,1.380599975585937500,0.007799999788403511,0.331499993801116940,-0.140400007367134100,0.066299997270107270,0.768299996852874800
33,1.380599975585937500,0.007799999788403511,0.331499993801116940,-0.109200000762939450,0.109200000762939450,0.783900022506713900
34,1.365000009536743200,0.023399999365210533,0.378300011157989500,-0.109200000762939450,0.109200000762939450,0.783900022506713900
35,1.419600009918213000,-0.007799999788403511,0.366600006818771360,-0.163800001144409180,0.074100002646446230,0.779999971389770500
36,1.419600009918213000,-0.007799999788403511,0.366600006818771360,-0.120899997651577000,0.101400002837181090,0.772199988365173300
37,1.485900044441223100,-0.003899999894201756,0.354900002479553200,-0.163800001144409180,0.074100002646446230,0.772199988365173300
38,1.509299993515014600,-0.039000000804662704,0.331499993801116940,-0.163800001144409180,0.074100002646446230,0.772199988365173300
39,1.509299993515014600,-0.039000000804662704,0.331499993801116940,-0.140400007367134100,0.148200005292892460,0.803399980068206800
40,1.563899993896484400,-0.074100002646446230,0.327600002288818360,-0.171599999070167540,0.105300001800060270,0.783900022506713900
41,1.536599993705749500,-0.019500000402331352,0.230100005865097050,-0.171599999070167540,0.105300001800060270,0.783900022506713900
42,1.536599993705749500,-0.019500000402331352,0.230100005865097050,-0.167699992656707760,0.101400002837181090,0.783900022506713900
43,1.501500010490417500,-0.074100002646446230,0.249599993228912350,-0.175500005483627320,0.093599997460842130,0.772199988365173300
44,1.458600044250488300,-0.050700001418590546,0.175500005483627320,-0.159899994730949400,0.109200000762939450,0.830699980258941700
45,1.458600044250488300,-0.050700001418590546,0.175500005483627320,-0.159899994730949400,0.109200000762939450,0.830699980258941700
46,1.411800026893615700,-0.062399998307228090,0.159899994730949400,-0.187199994921684270,0.140400007367134100,0.795599997043609600
47,1.290899991989135700,-0.054600000381469730,0.120899997651577000,-0.159899994730949400,0.039000000804662704,0.803399980068206800
48,1.290899991989135700,-0.054600000381469730,0.120899997651577000,-0.159899994730949400,0.039000000804662704,0.803399980068206800
49,1.244099974632263200,-0.070200003683567050,0.093599997460842130,-0.191100001335144040,0.124799996614456180,0.791700005531311000
50,1.142699956893921000,-0.058499999344348910,0.070200003683567050,-0.163800001144409180,0.109200000762939450,0.846300005912780800
51,1.060799956321716300,-0.058499999344348910,0.019500000402331352,-0.163800001144409180,0.109200000762939450,0.846300005912780800
52,1.060799956321716300,-0.058499999344348910,0.019500000402331352,-0.218400001525878900,0.156000003218650820,0.822899997234344500
53,0.916499972343444800,-0.031199999153614044,0.027300000190734863,-0.183300003409385680,0.093599997460842130,0.807299971580505400
54,0.869700014591217000,0.019500000402331352,-0.058499999344348910,-0.222299993038177500,0.132599994540214540,0.819000005722045900
55,0.869700014591217000,0.019500000402331352,-0.058499999344348910,-0.222299993038177500,0.132599994540214540,0.819000005722045900
56,0.740999996662139900,0.019500000402331352,-0.058499999344348910,-0.159899994730949400,0.136500000953674320,0.838500022888183600
57,0.682500004768371600,0.050700001418590546,-0.124799996614456180,-0.241799995303154000,0.140400007367134100,0.854099988937377900
58,0.682500004768371600,0.050700001418590546,-0.124799996614456180,-0.241799995303154000,0.140400007367134100,0.854099988937377900
